name,line
JAKE," Well, thank you very much, sir, and might I just say that this has been a Dozerblast."
JAKE,  Okay.
JAKE," Yeah, I'm trying to find some evidence. I'm just gonna look in here. Another perfect cover. Two for two. Nailed it. All right, I talked to Dozerman and convinced him to outlaw all personal talk at work. We're in the clear."
AMY," And everyone hates you for that, but this is totally working, and no one knows."
JAKE, I know. It's the best. And you know what? I'm glad we broke the rule and had sex on the first date.
AMY," Me too, 'cause we're, like, really good at it."
JAKE," So good, right? "
AMY, Stupid good.
JAKE," It makes no sense. We're light and breezy. If we want to break rules, break rules. Like, what's another rule we could break? "
AMY, No making out at work.
JAKE," Okay, that's very flattering, Amy, but there are some rules that I shall never— "
AMY, Let's go.
JAKE, Okay.
AMY, What? Nothing.
JAKE," Ah, there's that candy bar wrapper I was looking for. Oh, Santiago, what are you doing here? "
AMY," Oh, oh, oh. I'm gonna get help."
JAKE," Sir, it's all right. We're getting help."
JAKE," Nothing. We were just working, separately."
AMY," Yeah, and then Dozerman just came in and died."
JAKE," Peacefully, like an old cat."
JAKE, Ah... 
AMY," Nope. Uh, he might have been startled by how far apart we were standing."
JAKE," Right, the surveillance tapes."
AMY," Yep, because this is a police precinct."
JAKE," All right, fine. Detective Santiago and I may have been in there...snorking."
AMY, Okay.
AMY, All right.
AMY, Yes.
JAKE, No.
JAKE," I mean, yes. I just said no because of the rules. We said we weren't gonna tell anyone."
AMY," It's very new, and we're still figuring it out."
JAKE," Hey, so everybody knows about us now, which means all the rules have been broken and nothing bad happened."
AMY," Nothing bad happened? Terry yelled at us, and we killed our captain. Jake, is this a bad idea? It seems like the universe is sending us a lot of signs that we should hit the brakes. Hasn't exactly been light and breezy."
JAKE," Yeah, it's been a little more stressful and death-y."
AMY, You have to admit it hasn't started out great.
JAKE," What do you want to do, then? Go back to being colleagues? "
AMY, Yeah. Maybe that's what it needs to be right now.
JAKE, Okay.
AMY, Okay. Sorry.
JAKE," Boyle, can we please just go to dinner? "
JAKE, What do you want me to say? We tried really hard. We made rules. We kept it light and breezy.
JAKE, Ow! 
JAKE, We were just being cautious.
JAKE, Ow! 
JAKE," Actually, it makes a lot of sense. Ow, I was agreeing with you! "
JAKE," All right, so what do I do? Tell me."
JAKE,"  No, no, no shampoo. That's the worst. But I am gonna go over there. I'm gonna tell her how I feel."
JAKE, Okay. Ahh! 
AMY, Sorry! Sorry.
JAKE, It's okay.
AMY," I was home, and I really wanted to talk to someone about us and Dozerman and about Holt being gone, and then I realized that the only person I want to talk about that stuff with is you. So screw just being colleagues, and screw light and breezy, right?"
JAKE, Definitely.
AMY," Oh, Charles is here."
JAKE, Big time.
JAKE, The Vulture. No.
JAKE, No!
JAKE," Hey, we accidentally startled a man with a genetic heart condition. If you really think about it, his parents killed him."
JAKE," Oh, yeah, we should all check out that race. God. He is the worst captain we've ever had. He drew boobies on my bulletproof vest."
AMY," He heard that I speak Spanish, and he made me fire his housekeeper. She was Polish."
AMY," Listen, guys. Jake and I were talking last night."
JAKE, Charles.
AMY," Anyway, we came up with a plan. Jake is going to...befriend the Vulture so he lays off of us."
JAKE," It's true. I'm gonna bro down with him. If everything goes according to plan, we should be beer pong doubles partners by the end of the week. Now somebody get me a puka shell necklace. I'm going full douche."
JAKE," Okay. Hey, 'sup, bro?"
JAKE, Got a little update for you on that Deberg assault case. Turns out the victim's wife was super hot.
JAKE," True that. So listen, I've been thinking. We got off on the wrong foot here. And I believe it's 'cause we're just too damn similar."
JAKE, Absolutely. We both love premium tequila…
JAKE, Robin Thicke...
JAKE, Gots to have my puks.
JAKE," And of course, nip slips."
JAKE, Hmm? 
JAKE, How so? 
JAKE," So, what, you bugged the briefing room? "
JAKE," Once again, Scully's butt is the downfall of this precinct."
JAKE, What? You can't do that. It's completely against the rules.
JAKE," No, don't do that, all right? I can learn to love nip slips."
AMY, What? He's ordering us to break up?
JAKE," Look, we can deal with this. We just need a new plan."
AMY," I got it. We lie, tell him we broke up, and then date in secret."
JAKE, Great! And you'd be okay lying to your captain?
AMY," Okay, new plan."
JAKE, Uh-huh.
AMY, Captain Holt is here today.
JAKE," Yes, genius! He loves us, and he's got tons of sway in the department."
AMY, He'll tell the Vulture to back down.
JAKE," Yeah, he'll be all ""Vulture, I must insist that you desist."" "
AMY," I really think this is gonna work. Also, if you ever want to bust out that Holt impression at home, I'd be okay with that. "
JAKE," Oh, okay. Duly noted, super disturbing, but I'm definitely gonna do it."
JAKE," Well, well, if it isn't Captain Raymond Jacob Holt. It's great to see you back at the Nine-Nine, sir."
JAKE," There it is, that classic Jake-Holt banter, zingers just flying around. It's like you never left."
JAKE," Okay. Well, I know how much you love hot goss, so you probably heard Amy and I have been dating."
AMY, And we would love your approval.
JAKE, No. But that's not what this is about. 
AMY, It sure is not.
JAKE," Sir, the Vulture is out of control. All right, he told me if I don't dump Amy, he's gonna demote me. You got to help us."
AMY, But we thought— 
JAKE," Well, looks like somebody's got a bad case of the funeral crankies."
AMY, So what are we gonna do about the Vulture?
JAKE, I've got a new plan. Pretend like we're talking.
AMY, We are talking.
JAKE, Exactly. It's working already. Now I'm going to coolly run my hands through my hair. Look where my elbow's pointing.
AMY," It's Davis Garmin, Chief of Detectives. Holt said he could overrule the Vulture."
JAKE," Exactly. The only question now is, will he believe us? "
AMY," Yes, 'cause we're gonna take a page from the Vulture's book."
JAKE," ""The Big Book of Small Butts""? "
AMY, What?
JAKE,  It's the only thing I've ever seen him read.
AMY," No, we're gonna secretly record the Vulture telling you to dump me. Then we'll play it for Chief Garmin. Then— "
JAKE, We're gonna totally have sex on top of each other.
AMY, You get to keep your job.
JAKE," Yes, that."
JAKE," Hey, Captain. I was looking for you inside."
JAKE,"  Oh. Respectful. So listen, remember when you said to me that I have to dump Santiago or else you're gonna bust me down to beat cop? "
JAKE," Oh, uh, sorry, could you say that one more time? I couldn't hear you over the bagpipes. Ugh, one second. Excuse me, could you stop playing that? Just trying to have a conversation."
JAKE," Yeah, I know. We just need two minutes."
JAKE,"  Do you really need to warm up, though? I mean, you're just gonna make a terrible wall of sound."
JAKE," Look, we just need a couple of minutes to chat. That's it."
JAKE," All right, just give it to me. All right? Prepare to hear me play the bagpipes perfectly. "
JAKE, Point proven.
JAKE," Wait, Captain! Sir! "
AMY, Got it.
JAKE," Yes! You're amazing! That was ""We Are the Champions."" "
JAKE," Ugh, it's impossible to find Garmin with everybody mourning all over the place. It's like they have no respect for our sneaky plans."
AMY," I know. Oh, look, there he is."
JAKE," Oh, great. Hi there."
JAKE," Ah, well, that is us. Dozerman and I were pretty much besties. Went on an annual fishing trip together. Cayuga Lake, caught a lot of Coho salmon. We are both so bummed that he's dead."
AMY, Super bummed.
JAKE, Thanks. Blessings to you.
AMY, Blessings? 
JAKE, I don't know. It's my first time in a church.
AMY," All right, how did you do that? "
JAKE," Simple detective work. There was a floral arrangement up front with a picture of Dozerman and 30 of his friends holding a big fish. Cayuga Lake, I pulled straight from the guest book. "
AMY, And Coho salmon? 
JAKE," Well, that's just something I know about from being a man of the world."
JAKE, Sounds disgusting. Do you have chicken fingers?
JAKE, Impressed? 
AMY, Mm-hmm. And horrified by your eating habits.
JAKE," Well, if I'm so unhealthy, how come I never go to the bathroom? Okay, let's get to Garmin."
AMY, Yeah.
JAKE," Oh, Mrs. Dozerman, your husband was a great man. Some of my fondest memories of him were on our fishing trips."
JAKE,"  I did, indeed. They called me ""the Coho King."" Pretty much single-handedly organized those things myself."
JAKE, Uh... 
AMY, Ugh!
JAKE, That's bananas! I had no idea. I was probably too busy praying.
JAKE," Yeah, I did say that."
JAKE," All right, look. I'm not the Coho King. My name is Jake. And your husband was only my captain for, like, a day."
JAKE," No, I'm prostitute Jake. I love prostitutes."
JAKE," Oh, Chief Garmin, wait, I just need to play you one quick recording of my boss."
JAKE," Well, we were just taking a page out of your book."
JAKE," Okay, I know things seem really bad right now, but we just need a minute to think. [Bagpipes] Come on, man! "
JAKE," Okay, so the Vulture has your phone. But new plan— "
AMY," Jake, we've had lots of plans, and none of them have worked."
JAKE," Yeah, but this is a good one. The new plan is: no plan. We wing it! Probably won't work, but I said it with a lot of confidence."
AMY," Jake, you got demoted. We said this relationship wasn't gonna get in the way of our careers, and it has."
JAKE, So what? We'll figure it out. I'll make my way back to detective.
AMY, Or maybe you won't. I'm not gonna let you throw away your dream job.
JAKE," Amy, this is good."
AMY, This is a six-day relationship. We don't know what it is.
JAKE," Ah, a message of hope, right on time."
JAKE," Oh, no."
JAKE," Thank you, sir. I'll take it from here. Very poetic. If I might offer a counter-toast of sorts. Captain Dozerman and I, we weren't together for very long. In fact, as coworkers, our relationship was only six days. But that's not nothing. It was long enough for me to know that we had something special. And sure, there may be obstacles. Him having passed away, for example. But I'm not giving up on us. And I don't care if I get demoted. I just care about being with you...Captain Dozerman, an adult man who has passed into the nether world."
JAKE," Thought I might find you here. So not a big fan of my speech, huh? "
AMY," No, I loved it. I mean, I wish it hadn't been at a wake. And I wish you hadn't kept referring to me as your dead boss."
JAKE," Yeah, it pretty much sucked butt...but still was somehow the best of the three toasts."
AMY, Hmm.
JAKE," Look, I don't want to break up. But I don't want to get demoted either. I just don't know what to do. I'm all out of plans."
JAKE, Captain.
JAKE," Thank you, sir. That's very nice of you to say."
JAKE,  Less nice.
JAKE, Seems like you're just slamming me now.
JAKE,  Really? 
JAKE, Garbage Pail Kids?
JAKE," Sir, I don't know how to thank you."
AMY," Thank you, sir. He totally approves of us."
JAKE," Ladies and gentlemen, prepare to start clapping, 'cause I just made a major drug bust. Talking about four kilos of cocaine, $200,000 cash, and my new partner, a tarantula. I call him Jake Jr., AKA Spidey Klum, Aka Mrs. Doubtspider, AKA Joe Spiden, AKA Tarantula Basset, AKA Spi-dermot Mulrooney. "
JAKE," What? No, Charles, have you seen this spider? That's a terrible name."
JAKE,"  Because they were gonna throw him away, but I couldn't do that to my furry little—ah! He's actually really scary up close."
AMY," Seriously, I'm not going to your apartment if that thing is there."
JAKE," All right, fine, then he'll just live here and help me solve crimes. Get used to him, everyone, 'cause me and this spider are partners for life. He's gone. I left the cage unlocked, and he's gone. "
AMY, Somebody find him! 
JAKE, He couldn't have gone far...Unless he can fly. Can tarantulas fly?
JAKE," Uh, Sarge, I think I found it."
JAKE," A whole hour until we testify. Hey, donut holes. Don't mind if I do. Ugh! Fish? Fish donuts, Boyle? What is wrong with you? "
JAKE," Now, I see that as a positive story. Out of all the identities he could have stolen, he chose yours, and you want to know why?"
JAKE," Because you posted your annual income, you moron."
JAKE, Wow.
JAKE, What are you doing? She's walking away.
JAKE," Oh my God. Sorry, I was aiming at somebody else, but now that I have your attention...Charles? "
JAKE," My work here is done. Ugh, still fish. Oh, God."
AMY," Yeah, when I told my garbage man I was a cop, he said, ""Gross."" He had someone else's band-aid stuck to him."
AMY," Shut up, Ray. I mean, interesting, Captain. I'll think about it."
AMY," Uh, I'll have you know I have swagger. I ooze swagger."
AMY," I think it's a great idea, sir."
JAKE," Hey, where'd she go? You guys were hitting it off. I half expected to see you sitting in her lap by now."
JAKE, Gross.
JAKE, Of course you did.
JAKE," Sounds good, Boyle. Did you get her number? "
JAKE," Oh, okay, okay. So what's the plan?"
JAKE," Okay, seems a little intense, but given how your other weirdness lined up, I say go for it. Oh, here she comes."
JAKE, You look great. I've got a good feeling about this.
JAKE, Charles.
JAKE, Charles.
JAKE," Charles, look down."
JAKE, She didn't say no.
JAKE," Hey, buddy. Got you some of those fish donuts you like so much to cheer you up. Although, full disclosure, I couldn't find where they sold them, so that's just a chocolate éclair with lox on it."
JAKE," Nope. So, what, you're not upset about falling hard for a lady who was immediately thrown in jail?"
JAKE," Wow, look at that. Not to sound overly intellectual, but dem knight boobies is crazy. I get art."
JAKE," Well, they found one of the stolen paintings at her house."
JAKE, Framed. Art joke. Continue.
JAKE, You doodled your wedding invitation.
JAKE, My mistake.
JAKE," Okay, Boyle. I trust your gut. Let's go free an innocent woman."
JAKE," I mean, you know how that sounds, right? "
AMY," Sir, ""fun but not too fun"" was my campaign slogan when I ran for prom queen."
AMY, No.
AMY, Thank you.
JAKE, What? Are you even talking about the case? 
JAKE," Okay, I'm gonna take over the questioning."
JAKE," Disgusting eating habits. Hi, Genevieve. I'm just gonna ask you a couple of questions now, and Detective Boyle will just sit there and keep waving at you, I guess. Now then, is there anybody you can think of besides yourself that has access to the gallery after hours? "
JAKE," What? No. Who asks that? Stop interrupting. Sorry about that. Okay, next question. Can you think of anyone that might be trying to set you up? Maybe an employee or a rival of some kind? "
JAKE, Dirtbag ex. 
JAKE, Okay.
JAKE," Okay. Uh, hey, Genevieve, Detective Boyle wanted me to let you know that he, a college graduate, had a similar theory that it could have been an ex-boyfriend."
JAKE," Wow, it actually worked. I've got to hand it to you, buddy, whatever you're putting down, she is picking up."
JAKE, Boyle has another question.
JAKE, I'm just gonna give the phone back.
JAKE," Hmm, that's weird. Do you think it's because you're the two most disgusting people in the universe?"
JAKE,"  Yeah, check this out. Remember the ex-boyfriend that she mentioned, Nick? "
JAKE," Okay, well, apparently Mr. Butthead just bought a brand-new gallery in Dumbo to showcase his art, which is weird, because Genevieve said he was always in debt. Looks like somebody just came into a ton of money."
JAKE,"  No, Boyle. He probably got the cash from selling the stolen art. Your hunch was right."
JAKE," That's not gonna happen. I will literally never— whatcha gonna do with all that hunch, all that hunch inside your brain? "
JAKE, We should probably leave this prison.
JAKE," Okay, here's my cover. My name is Sherwin Lemonde, sculptor, painter, full-time barista. But once I sell my first piece, part-time barista."
JAKE, Is that all you got?
JAKE," Okay, just let me do the talking."
JAKE," Yes, thank you so much. Oh, wow, I love your outfit. I'm an artist, so I get that it's more than just tight."
JAKE," Hmm, cool. Human chrysalis and whatnot."
JAKE," Yeah, yeah. I have no idea what a chrysalis is, but serious question: If she farts in that thing, does it blow up like a balloon? "
JAKE," You have to, right? "
JAKE, Art is so intense.
JAKE," Look, there's Nick. Hey, man."
JAKE, Is this your work? 
JAKE," It's good. I haven't talked to anyone here, but it almost seems like you're going for a human chrysalis thing."
JAKE," Hmm? Wow. You meant that literally. Very cool. Anyhow, I'm a fellow artist named Sherwin."
JAKE," So anyway, I was wondering. How'd you get your own gallery? It must be really expensive."
JAKE, Totally. It's more about the...other things.
JAKE, Donald.
JAKE," Donald, your glasses."
JAKE," What? No, we're artists. And as artists, we question everything, including certain people's whereabouts on particular dates."
JAKE, Sorry about that. Donald is...sucks.
JAKE," I got to say, Boyle. Nick was pretty defensive."
JAKE, But...They shouldn't.
JAKE, And how would you know? 
JAKE," Oh, okay, great. You wouldn't happen to know where he was on July 21st, would you? "
JAKE," Okay, great. Totally. We'll just go around back and pick up the boxes. Oh, one more thing. Where in this ""cage"" did he go to the bathroom? "
JAKE," Okay, gross. Have a good night."
AMY," Sir, I saw my poster on the subway this morning."
AMY, They put a Hitler mustache on me.
AMY," It wasn't just one. People drew on every single poster. They put devil horns, target on my face, this one says, ""die pig,"" and worst of all, they didn't put the comma between ""die"" and ""pig."" "
AMY," It's not just vandalism, sir. People have real complaints too. ""End stop and frisks.” “Stop racial profiling.” “Unlawful arrest is a crime."" "
AMY," I think Gina was right about the campaign, sir."
AMY, She wouldn't do that.
JAKE," Yep, it's true. He sat in a cage for a month."
JAKE," This is insane. Anything is art. Here, watch this. A statue of Jesus made out of cigarette butts. Boom, I'm a millionaire."
JAKE," I know. And I could call it ""Holy Smokes."" Should we really do this? No, right? That's crazy; you can't just become an artist out of nowhere."
JAKE, What? 
JAKE, Yeah.
JAKE, Right.
JAKE," Oh, no, what's this? It's a receipt for a storage unit that she didn't tell anyone about."
JAKE," Yeah. Yeah, yeah. I'm sure it's nothing. It's totally nothing."
JAKE, It's a bunch of stolen art.
JAKE," Hey, buddy. Sorry about Genevieve."
JAKE," Wait, I thought you only had three dogs."
JAKE," Okay, let me just grab that. Listen to me, Charles. You're gonna be fine. There are plenty of women out there. Strong, beautiful, smart women. How about her? She's very beautiful."
JAKE," Don't be ridiculous. Hey, Scully. "
JAKE, Who's the babe? 
JAKE," Elder abuse, that's nice. All right, fine. We shouldn't be doing this at a precinct."
JAKE," Boyle, you would hate that. Your little hummingbird heart would explode."
JAKE," Yeah, I got it."
AMY, I came up with the slogan.
JAKE," Getting in a little late there this morning, Boyle. Where you been? "
JAKE," Well, there's something in the holding cell that might cheer you up."
JAKE,"  After you left last night, I was thinking about the 24-hour sex painting, ""Genevieve 416."" Check out the date on this receipt from the storage locker with the stolen art."
JAKE," Exactly. She couldn't have rented it, because she was busy getting busy."
JAKE," Do you seriously not hear it, because it almost seems intentional at this point."
JAKE, Because she's in love with Nick. She used one of those latex casts of Genevieve's hand to get the fingerprints so she could break into the gallery.
JAKE," Charles, I didn't do it to be nice. I did it to be amazing. And I think you're a great detective, and I trusted your gut. Go get your girlfriend out of prison."
JAKE," No, you can't say that while you're hugging someone!"
JAKE, This? 
JAKE," Oh, nothing. Just an open-and-shut case."
JAKE, Just some old lady has a missing...torso...that we can't find.
JAKE, But we've already given them all of our felonies.
JAKE, Calvin peeing on the Tasmanian Devil? 
JAKE," Oh my God. Oh my God, oh my God, oh my God, oh my God. Sarge, you got to check this out."
JAKE," Oh, it's so much more than that. Look at these photos. Perp came in through the back window, set up the living room to look like a kid's tea party, didn't steal anything. Do you know what this means? "
JAKE," The perp wasn't there to take anything except lives. Sorry, I always wanted to say that. I think this is the work of the Oolong Slayer."
JAKE," I don't know, maybe he got spooked before the vic got home, or it could be…"
JAKE, Why do you follow people's directions when you could literally pick them up and throw them out the window? Hmm? 
JAKE," Capooch. Uncapooch. You didn't say ""no take backs."" "
AMY," Great, what do you got? "
AMY, Are you asking us to plan you a birthday party?
AMY, Unbelievable. What a waste of time.
AMY," Yeah, fun. I'll just mess up a captain's orders on purpose. It'll be so...I can't even fake it."
JAKE," Gina, my old friend who I grew up with. So good to see you, and I have missed you so much. Is Holt in? "
JAKE," Gina, I'm not here to waste his time, all right? I have an extremely dope, possibly even disgusting case, and I need to discuss it with him."
JAKE," Okay, copy that. Loud and clear. Don't want to cause a problem. I will skraight-up skedaddle with no further a-do-do."
JAKE," Well, Gina said we couldn't be seen together, and I need your help. Looks like we've both got a pretty bad case of jerk boss."
JAKE," I knew you would confirm my hunch. He's back to his cool-ass psycho ways. Great news, right? Aside from a serial killer being on the loose."
JAKE, I'm gonna work the case in secret.
JAKE, Holy crap.
JAKE, Understood.
JAKE," Yeah, how cool—I mean, awful is that? "
JAKE," One, reexamine all the task force's files, two, check all B &Es against the slayer's MO, and three, think of something supercool to say when we arrest him. My leading contender? ""You're going to jail for oolong time."""
JAKE, Right? 
JAKE, That's what globes are for.
JAKE, I would have gone 10. I don't know what port is.
JAKE, To catching a serial killer.
JAKE, I know. I think this is where Batman's parents got killed.
JAKE," Neither did the B&Es, but I traced the label on the slayer's oolong. Turns out he got it at Chang's Medicinal Tea Shop."
JAKE, Why not? Breakthrough.
JAKE," So what's the plan, boss? "
JAKE," Oh, I love that."
JAKE," It's my ginkgo now, old man."
JAKE," This is so much fun. Hit me in the face. Oh, that was a terrible suggestion. Oh. All right. Western medicine rules! "
AMY, I thought you wanted us to surprise you.
AMY," Well, I was thinking a DJ, two signature cocktails, passed hors d'oeuvres—"
AMY, So...no passed hors d'oeuvres? 
AMY, Wow.
JAKE, Partner.
JAKE," He's a maniac. Arrested in '84 for torturing an animal? Oh, this is our guy. Oh, man, just a squirrel? "
JAKE," NYPD, nobody move."
JAKE," Wait a minute, sir. You know what? Screw this.  It's ten days now. Shouldn't have gone back in."
JAKE, I am skraight-up depressed. Amy's been doing her best to cheer me up. She gave me this sticker this morning just for waking up.
JAKE," I know. It's so hot. Meanwhile, Holt won't even talk to me. How is he, by the way? "
JAKE," Wow, that sucks tremendously. Can I have another port? "
JAKE," Yeah, Holt got me hooked on it. I even got a bottle for my house. It's really classing up the booze and take-out menus shelf. Wait a minute. I think I just figured something out. I got to go."
JAKE, Uh... 
AMY," Well, he's not telling us anything, so it was the only way to figure out what he likes."
AMY," I'm sorry, but I believe that hard work pays off."
AMY, Excuse me?
AMY, The Vulture is in a band? Fantastic Jack and the Junkyard Rats.
AMY, I have an idea.
JAKE, Pardon me. Did one of you order the hot plate of justice?
JAKE, Saving New York City from a maniacal— 
JAKE," You kind of interrupted an incredible moment, but here, take that."
JAKE," Sir, take a look at these photos. None of the victims had any alcohol in their apartments. Not even a dusty bottle. You want to know why? Because they were all sober. They all attended 12-step programs, none of them the same one, but they all have the same leader, a creep with a record of torturing animals. I'm talking dogs. I found the Oolong Slayer, and his name is—"
JAKE," Ma'am, I'm not a waiter, okay? I'm trying to blow my friend's mind over here."
JAKE," His name is James Dylan Borden, and he works the night shift at: creep-a-palooza, the mannequin factory in Red Hook. I'll pick you up at 8:00."
JAKE," Sir, we're tracking a serial killer. There's nothing better. We're living the dream."
JAKE," Wow. Never thought I'd live to see Holt side with the Vulture and Wuntch. Mark the day, Gina. May 18th at 4:00 p.m."
JAKE, Really? 
JAKE, Huh. Why would a psycho want to work here? Got you. 
JAKE," Nope, just taking my gun for a walk through the nightmares factory."
JAKE," Okay, slayer. Prepare to go to jail for oolong time."
JAKE, Punk.
JAKE, I said it.
JAKE, What are you thanking me for? You're the one who showed up and stopped him from shooting me in my beautiful face.
JAKE," Sir, we just caught a serial killer. I've wanted this since I was four years old."
JAKE, We did something special here. I'm honored our names will appear next to each other on the arrest report.
AMY," Yep, because everything he does is a prank on himself."
AMY," Aw, that's the nicest thing you've ever said to me."
JAKE," Chief Garmin, thanks for meeting with me. So I have a guy in custody on an attempted B&E."
JAKE," I did. Oh, I should probably also mention, he's the Oolong Slayer, and this is every bit of evidence you'll need to put him away for good."
JAKE, Yeah.
JAKE, Right? 
JAKE," Yeah, pretty easily, actually. I imagine that'll look pretty bad for you."
JAKE," Unless, of course, I decided to withhold that information, keep it just for myself as a secret. Tell everyone it was you who figured it out."
JAKE," No, I actually had something else in mind."
AMY, Captain Holt? This can't be real. Someone please see him before I punch myself in the face.
JAKE," Charles, seriously? No costume? "
JAKE," Remember last year, when you came as that...person and/or thing? "
AMY," Yeah, what are you supposed to be, a sassy car mechanic? "
JAKE," No, come on, he's clearly the rejected Pop-Tarts mascot, Harry Pop-Tart."
JAKE," Attention, squad: today is the most important day in the history of this precinct. For today is Halloween—I thought we were going to say it together."
JAKE," All right. As you may know, for the past two years, Captain Holt and I have engaged in an epic battle of wits. The goal: to determine who must call the other an amazing detective/genius."
JAKE," And last year, I let the captain win, because he's old and sad."
JAKE, It's about everything.
JAKE, Halloween Heist III: The Heistening. Tagline? 
JAKE," I gave you one direction on the tagline—snappy. But yes, we will be attempting to steal the same item: this."
JAKE," And so unto the briefcase goes the crown...Didn't sing it with me. We will need help, so to be fair, we're holding a draft. The captain and I have given up our overtime, so everyone who participates will get the night off. Captain? "
AMY," Okay, brawns over brains."
JAKE," All right, I take Charles."
AMY, I get it. Close friend.
AMY, Gina? 
JAKE, I take Rosa.
AMY," What? Okay, all right. Well, Captain that leaves me with you.  Let's do this."
JAKE," No, no, no. Amy would do anything to win your approval, including pretending to be in a relationship with me for the past few weeks, only to betray me now."
AMY," Jake, you are majorly overthinking this."
JAKE," Maybe, but it's a risk I'm not willing to take.  You're not on my team, Amy."
JAKE, Me too.
JAKE," Here, got it?"
AMY," Hey, Jake. Can we talk?"
JAKE, Yeah.
AMY, You really hurt my feelings by leaving me off your team.
JAKE," Oh, I had no idea you felt that way."
AMY," Well, it doesn't feel great to be left out."
JAKE," Right, totally, I get it. I'm sorry...Captain Holt! "
AMY, What? Why are you yelling at my boobs? 
JAKE," Because that's where the camera is. Nice try, Ray-Ray!"
AMY," There's no camera, Jake. I was being serious."
JAKE," Okay fine—if you're telling the truth, then I sincerely apologize. But since you're not, I will defeat you! Haha! Ahhh! Gah! Scary witch! Scary, so scary! "
AMY," Thanks, that's very kind of you to include me, but I'll have to pass."
AMY," No, I'm not part of this."
AMY, Ugh.
JAKE," Commence operation, ""Oh crap, wrong vent."" Oh crap, wrong vent. This was a mistake."
JAKE," Yeah, we totally blew it. And all because Boyle marked the wrong vent."
JAKE," Unbelievable, mister."
JAKE, I'm having trouble even believing you at all right now. That is the last time I let Charles mark a vent.
JAKE," Never, ever, never, ever, ever, never, ever, ever, never, ever, will I ever, never, ever, ever, ever, ever, never, never, never—I forgive you, and good-bye. "
JAKE," Yeah, I guess you helped a little. But...our fake argument was super convincing. And all of a sudden, we had to make it longer, and we did. Anyways, now all we gotta do is guard this drawer until midnight, and the best part about it is—Captain Holt has absolutely no idea. He is such a fool."
AMY," Sir, do you have a minute? "
AMY," Sir, I want to talk about Jake.  Okay— "
AMY," Hitchcock, not now."
AMY," You're a detective! Get out of here! Go! Sir, Jake really pissed me off, and I want to help you take him down."
AMY, Thank you.
AMY, Why does everyone think that's where a camera would be? 
AMY,  Mm-hmm.
JAKE," Hey, you guys."
JAKE," Oh, he just went downstairs for a bit, but he should be back soon."
JAKE," Um, no, of course not. That would be so fun."
JAKE," No! I mean, you know what would be fun even more that that is if we took a picture right here, and I could have my hand on this cabinet."
JAKE, Nailed it.
JAKE," Take your time. I could do this all day. Matter of fact, what if we did one where I had both hands on the cabinet—one on top, and then one on the front? "
JAKE, What's going on? Aha! What are you doing? 
JAKE, Really? I have never seen you enjoy soda pop before.
JAKE, Have some now.
JAKE," I don't buy it. You're making the same face you made when you found a chocolate chip in your trail mix. Something's up. I'm patting you down. Damn it, nothing but a surprisingly toned set of abs."
JAKE," Yes. Yes. Of course. Of course it's still in there. Welp, I guess I'll see you at midnight. After you."
JAKE, I insist.
JAKE," Oh, is it? "
JAKE," I know, but I had my hand on the cabinet the whole time, so I'm pretty confident there's no way they could have gotten it. They got it."
JAKE, Damn it. That son of a bitch is good.
JAKE," We have to get that crown back. I already changed my email to ""kingjakerulez"" with a ""Z."" Everyone's going to think I'm an idiot."
JAKE, Captain.
JAKE," Yes, it does. Tick tock."
JAKE, But tick tock for who? 
JAKE, I didn't know that.
JAKE, Huh? Will you excuse me for just one moment? 
JAKE, He doesn't have the crown! 
JAKE," Pull the security tape. I'll distract them. Hey, look at this. Ahhhhhhhhhh. Damn it, how did that not work? "
JAKE," Okay, here I am taking pictures with Terry's kids. Man, I look so strong standing next to them. Should I have kids? "
JAKE, Okay.
JAKE," Guy has an insane set of abs. Oh, look, he's got the crown. And he's headed to the break room."
JAKE," Nope, janitor came in and took it. But which janitor? Looks like I'm going to have to squint. His name is Al. Al the janitor. All right, it's 11:00 P.M. now; that means Al's long gone. How are we going to get his home address? "
JAKE, Amy! 
AMY," What do you want, Jake? "
JAKE," What? Why would you assume that I want anything? What I want is to apologize to my girlfriend, who I hurt."
AMY," It's ""whom."" "
JAKE," Why does the word ""who"" even exist if you're not allowed to say it? Anyways, now that I've apologized and you've accepted, can you give me janitor Al's address? "
AMY," This is related to your heist, isn't it? "
JAKE," No, no. It's about a crime. I think janitor Al is going to kill the president."
AMY, Let me guess—you want the janitor's address.
AMY," I never said his name. Well, isn't this rich. After being excluded by both of you, here I am with the power to decide who wins and who loses your little heist."
JAKE," Pathetic. She can't be manipulated, sir. Amy, we are in love. I know we've never said it before, but I think this is the perfect time, don't you? "
JAKE," Amy Santiago, will you m— "
AMY," Enough! Okay. Pretending to be nice to me is worse than being mean. You know what? You want the address? Here, you can both have it. Hope you're happy, you selfish monsters."
JAKE, I feel terrible.
JAKE," Yes, I agree. You definitely should now; I'll do mine later."
JAKE," Charles, I need your butt. Meet me downstairs."
JAKE, When did you come up with those code names? 
JAKE," Okay, he lives on the sixteenth floor."
JAKE," Crap! Looks like we're taking the stairs. All right, it's sixteen floors--pace yourselves. Forget it. Run as fast as you can! Ha ha! I win. I knocked first. You're not Al."
JAKE, The roof?
JAKE, Yes. I did it. I am the greatest athlete in the world.
JAKE," Oh, there he is. There he is! I did it. I did it."
